"statefp","cd116fp","namelsad","lsad","cdsessn","mtfcc","funcstat","aland","awater","intptlat","intptlon","name","geoid","slug","state_id","state_name"
"42","13",Congressional District 13,C2,"116",G5200,N,15591714852,92403236,+40.1031549,-078.2624436,"Congressional District 13, PA","50000US4213",congressional-district-13-pa,"04000US42",Pennsylvania
"42","11",Congressional District 11,C2,"116",G5200,N,3892576264,113349199,+39.9707441,-076.3980211,"Congressional District 11, PA","50000US4211",congressional-district-11-pa,"04000US42",Pennsylvania
"42","09",Congressional District 9,C2,"116",G5200,N,8533246423,92317194,+40.7786730,-076.1602212,"Congressional District 9, PA","50000US4209",congressional-district-9-pa,"04000US42",Pennsylvania
"42","15",Congressional District 15,C2,"116",G5200,N,25214872952,223499582,+41.2108534,-078.9103277,"Congressional District 15, PA","50000US4215",congressional-district-15-pa,"04000US42",Pennsylvania
"42","12",Congressional District 12,C2,"116",G5200,N,25629897859,242921113,+41.3438824,-077.0552624,"Congressional District 12, PA","50000US4212",congressional-district-12-pa,"04000US42",Pennsylvania
"42","08",Congressional District 8,C2,"116",G5200,N,6908014567,177265662,+41.3644747,-075.4046788,"Congressional District 8, PA","50000US4208",congressional-district-8-pa,"04000US42",Pennsylvania
"12","01",Congressional District 1,C2,"116",G5200,N,10405816127,1919384110,+30.6628014,-086.6624661,"Congressional District 1, FL","50000US1201",congressional-district-1-fl,"04000US12",Florida
"12","07",Congressional District 7,C2,"116",G5200,N,1017471375,110917454,+28.6870369,-081.2447228,"Congressional District 7, FL","50000US1207",congressional-district-7-fl,"04000US12",Florida
"12","27",Congressional District 27,C2,"116",G5200,N,293302729,597416563,+25.6912633,-080.2501523,"Congressional District 27, FL","50000US1227",congressional-district-27-fl,"04000US12",Florida
"12","17",Congressional District 17,C2,"116",G5200,N,14437145834,1918872575,+27.2327392,-081.5515394,"Congressional District 17, FL","50000US1217",congressional-district-17-fl,"04000US12",Florida
"12","06",Congressional District 6,C2,"116",G5200,N,5627035258,1318862943,+29.1930377,-081.2796011,"Congressional District 6, FL","50000US1206",congressional-district-6-fl,"04000US12",Florida
"12","14",Congressional District 14,C2,"116",G5200,N,714675118,233953834,+28.0135308,-082.4864379,"Congressional District 14, FL","50000US1214",congressional-district-14-fl,"04000US12",Florida
"12","05",Congressional District 5,C2,"116",G5200,N,9888522481,239830493,+30.4481169,-083.3244290,"Congressional District 5, FL","50000US1205",congressional-district-5-fl,"04000US12",Florida
"12","24",Congressional District 24,C2,"116",G5200,N,265305017,33054938,+25.9084664,-080.2109109,"Congressional District 24, FL","50000US1224",congressional-district-24-fl,"04000US12",Florida
"12","16",Congressional District 16,C2,"116",G5200,N,3354277529,954285435,+27.5331029,-082.3581552,"Congressional District 16, FL","50000US1216",congressional-district-16-fl,"04000US12",Florida
"12","11",Congressional District 11,C2,"116",G5200,N,6235891832,1243668220,+28.7869395,-082.2169160,"Congressional District 11, FL","50000US1211",congressional-district-11-fl,"04000US12",Florida
"12","15",Congressional District 15,C2,"116",G5200,N,2816452665,214478863,+28.1969733,-081.9804493,"Congressional District 15, FL","50000US1215",congressional-district-15-fl,"04000US12",Florida
"12","23",Congressional District 23,C2,"116",G5200,N,484534996,184761814,+26.0421375,-080.2409280,"Congressional District 23, FL","50000US1223",congressional-district-23-fl,"04000US12",Florida
"12","08",Congressional District 8,C2,"116",G5200,N,4536447256,1710622089,+28.1646486,-080.6989059,"Congressional District 8, FL","50000US1208",congressional-district-8-fl,"04000US12",Florida
"12","12",Congressional District 12,C2,"116",G5200,N,2223103422,545757465,+28.2687095,-082.4918091,"Congressional District 12, FL","50000US1212",congressional-district-12-fl,"04000US12",Florida
"12","18",Congressional District 18,C2,"116",G5200,N,3913573650,979668133,+27.1375365,-080.3816414,"Congressional District 18, FL","50000US1218",congressional-district-18-fl,"04000US12",Florida
"12","02",Congressional District 2,C2,"116",G5200,N,28500909452,4835768335,+30.0752566,-084.1792869,"Congressional District 2, FL","50000US1202",congressional-district-2-fl,"04000US12",Florida
"12","20",Congressional District 20,C2,"116",G5200,N,5592437702,639142009,+26.4461298,-080.5869868,"Congressional District 20, FL","50000US1220",congressional-district-20-fl,"04000US12",Florida
"12","25",Congressional District 25,C2,"116",G5200,N,9071589763,452925118,+26.2042840,-081.2029593,"Congressional District 25, FL","50000US1225",congressional-district-25-fl,"04000US12",Florida
"12","21",Congressional District 21,C2,"116",G5200,N,663696308,250336902,+26.5626305,-080.1262451,"Congressional District 21, FL","50000US1221",congressional-district-21-fl,"04000US12",Florida
"12","03",Congressional District 3,C2,"116",G5200,N,9232593580,722972427,+29.6808028,-082.0478601,"Congressional District 3, FL","50000US1203",congressional-district-3-fl,"04000US12",Florida
"12","10",Congressional District 10,C2,"116",G5200,N,1130063436,206005788,+28.5438290,-081.5128650,"Congressional District 10, FL","50000US1210",congressional-district-10-fl,"04000US12",Florida
"12","04",Congressional District 4,C2,"116",G5200,N,4065983756,1016868324,+30.6764384,-082.0505705,"Congressional District 4, FL","50000US1204",congressional-district-4-fl,"04000US12",Florida
"04","01",Congressional District 1,C2,"116",G5200,N,142545945366,354110880,+34.9710133,-110.7259249,"Congressional District 1, AZ","50000US0401",congressional-district-1-az,"04000US04",Arizona
"04","03",Congressional District 3,C2,"116",G5200,N,40632657178,8409911.0,+32.4223184,-112.4013007,"Congressional District 3, AZ","50000US0403",congressional-district-3-az,"04000US04",Arizona
"04","05",Congressional District 5,C2,"116",G5200,N,760073450,2338559.0,+33.3396944,-111.7124237,"Congressional District 5, AZ","50000US0405",congressional-district-5-az,"04000US04",Arizona
"04","04",Congressional District 4,C2,"116",G5200,N,85987711649,504383238,+34.5909175,-113.2045275,"Congressional District 4, AZ","50000US0404",congressional-district-4-az,"04000US04",Arizona
"04","07",Congressional District 7,C2,"116",G5200,N,530107625,1651788.0,+33.4278190,-112.1187677,"Congressional District 7, AZ","50000US0407",congressional-district-7-az,"04000US04",Arizona
"04","02",Congressional District 2,C2,"116",G5200,N,20298527958,138375379,+31.9166176,-109.9387277,"Congressional District 2, AZ","50000US0402",congressional-district-2-az,"04000US04",Arizona
"04","09",Congressional District 9,C2,"116",G5200,N,426737344,2969348.0,+33.4060068,-111.9499956,"Congressional District 9, AZ","50000US0409",congressional-district-9-az,"04000US04",Arizona
"04","06",Congressional District 6,C2,"116",G5200,N,1618660740,11030711,+33.6656628,-111.8884711,"Congressional District 6, AZ","50000US0406",congressional-district-6-az,"04000US04",Arizona
"04","08",Congressional District 8,C2,"116",G5200,N,1398129833,4067789.0,+33.6955714,-112.2995758,"Congressional District 8, AZ","50000US0408",congressional-district-8-az,"04000US04",Arizona
"48","28",Congressional District 28,C2,"116",G5200,N,24291214134,299391564,+27.8486342,-098.9136118,"Congressional District 28, TX","50000US4828",congressional-district-28-tx,"04000US48",Texas
"48","01",Congressional District 1,C2,"116",G5200,N,20380430454,950996579,+31.9516781,-094.5520460,"Congressional District 1, TX","50000US4801",congressional-district-1-tx,"04000US48",Texas
"48","29",Congressional District 29,C2,"116",G5200,N,484560611,10286993,+29.9491007,-095.4170408,"Congressional District 29, TX","50000US4829",congressional-district-29-tx,"04000US48",Texas
"48","07",Congressional District 7,C2,"116",G5200,N,419784487,3069802.0,+29.8792303,-095.7786226,"Congressional District 7, TX","50000US4807",congressional-district-7-tx,"04000US48",Texas
"48","27",Congressional District 27,C2,"116",G5200,N,23622386853,4536985434,+28.7829945,-096.8414071,"Congressional District 27, TX","50000US4827",congressional-district-27-tx,"04000US48",Texas
"48","06",Congressional District 6,C2,"116",G5200,N,5564805243,255530191,+32.2350539,-096.6658786,"Congressional District 6, TX","50000US4806",congressional-district-6-tx,"04000US48",Texas
"48","17",Congressional District 17,C2,"116",G5200,N,19815272799,309171233,+31.1536017,-096.6657676,"Congressional District 17, TX","50000US4817",congressional-district-17-tx,"04000US48",Texas
"48","14",Congressional District 14,C2,"116",G5200,N,6336699151,2539468440,+29.4337172,-094.8926947,"Congressional District 14, TX","50000US4814",congressional-district-14-tx,"04000US48",Texas
"48","36",Congressional District 36,C2,"116",G5200,N,18455700461,1242515897,+30.4291930,-094.4314897,"Congressional District 36, TX","50000US4836",congressional-district-36-tx,"04000US48",Texas
"48","05",Congressional District 5,C2,"116",G5200,N,13064694054,493918427,+32.2257951,-095.7316676,"Congressional District 5, TX","50000US4805",congressional-district-5-tx,"04000US48",Texas
"48","16",Congressional District 16,C2,"116",G5200,N,1841077520,3699541.0,+31.9147345,-106.3088128,"Congressional District 16, TX","50000US4816",congressional-district-16-tx,"04000US48",Texas
"48","24",Congressional District 24,C2,"116",G5200,N,680368890,23325673,+32.9194727,-097.0127238,"Congressional District 24, TX","50000US4824",congressional-district-24-tx,"04000US48",Texas
"48","33",Congressional District 33,C2,"116",G5200,N,549099381,16592268,+32.7564438,-097.1069479,"Congressional District 33, TX","50000US4833",congressional-district-33-tx,"04000US48",Texas
"48","11",Congressional District 11,C2,"116",G5200,N,72090912439,567658850,+31.7323018,-100.0636870,"Congressional District 11, TX","50000US4811",congressional-district-11-tx,"04000US48",Texas
"48","15",Congressional District 15,C2,"116",G5200,N,20212430203,154866294,+27.7500112,-098.2634106,"Congressional District 15, TX","50000US4815",congressional-district-15-tx,"04000US48",Texas
"48","23",Congressional District 23,C2,"116",G5200,N,150370590066,448808223,+30.3892100,-102.3267561,"Congressional District 23, TX","50000US4823",congressional-district-23-tx,"04000US48",Texas
"48","12",Congressional District 12,C2,"116",G5200,N,3731825354,86780622,+32.8213284,-097.6645150,"Congressional District 12, TX","50000US4812",congressional-district-12-tx,"04000US48",Texas
"48","08",Congressional District 8,C2,"116",G5200,N,15682590427,410338546,+30.8332407,-095.5436034,"Congressional District 8, TX","50000US4808",congressional-district-8-tx,"04000US48",Texas
"48","34",Congressional District 34,C2,"116",G5200,N,21214050940,3364171422,+28.6690372,-097.9260082,"Congressional District 34, TX","50000US4834",congressional-district-34-tx,"04000US48",Texas
"48","30",Congressional District 30,C2,"116",G5200,N,922898557,32939871,+32.6586215,-096.7990089,"Congressional District 30, TX","50000US4830",congressional-district-30-tx,"04000US48",Texas
"48","18",Congressional District 18,C2,"116",G5200,N,609407297,4386002.0,+29.8646025,-095.5636383,"Congressional District 18, TX","50000US4818",congressional-district-18-tx,"04000US48",Texas
"48","02",Congressional District 2,C2,"116",G5200,N,799680486,54815759,+29.8484945,-095.6459326,"Congressional District 2, TX","50000US4802",congressional-district-2-tx,"04000US48",Texas
"48","20",Congressional District 20,C2,"116",G5200,N,517653119,1036519.0,+29.4743174,-098.6224612,"Congressional District 20, TX","50000US4820",congressional-district-20-tx,"04000US48",Texas
"48","31",Congressional District 31,C2,"116",G5200,N,5580509592,136094581,+30.8288177,-097.5354116,"Congressional District 31, TX","50000US4831",congressional-district-31-tx,"04000US48",Texas
"48","25",Congressional District 25,C2,"116",G5200,N,19742092988,316353052,+31.5007907,-097.8159131,"Congressional District 25, TX","50000US4825",congressional-district-25-tx,"04000US48",Texas
"48","32",Congressional District 32,C2,"116",G5200,N,481897778,34271738,+32.9203834,-096.6536360,"Congressional District 32, TX","50000US4832",congressional-district-32-tx,"04000US48",Texas
"48","21",Congressional District 21,C2,"116",G5200,N,15335237810,91754552,+30.0578898,-098.9753677,"Congressional District 21, TX","50000US4821",congressional-district-21-tx,"04000US48",Texas
"48","03",Congressional District 3,C2,"116",G5200,N,1245329624,98074589,+33.1592134,-096.6126952,"Congressional District 3, TX","50000US4803",congressional-district-3-tx,"04000US48",Texas
"48","10",Congressional District 10,C2,"116",G5200,N,13136357289,185202535,+29.9766245,-096.5921553,"Congressional District 10, TX","50000US4810",congressional-district-10-tx,"04000US48",Texas
"48","04",Congressional District 4,C2,"116",G5200,N,26238357408,1009693997,+33.2982880,-095.4180633,"Congressional District 4, TX","50000US4804",congressional-district-4-tx,"04000US48",Texas
"48","35",Congressional District 35,C2,"116",G5200,N,1538273012,19151538,+29.9155235,-097.8840940,"Congressional District 35, TX","50000US4835",congressional-district-35-tx,"04000US48",Texas
"48","13",Congressional District 13,C2,"116",G5200,N,99326765882,764765962,+34.8376887,-100.5978721,"Congressional District 13, TX","50000US4813",congressional-district-13-tx,"04000US48",Texas
"48","26",Congressional District 26,C2,"116",G5200,N,2349987793,191353567,+33.1846148,-097.1341729,"Congressional District 26, TX","50000US4826",congressional-district-26-tx,"04000US48",Texas
"48","22",Congressional District 22,C2,"116",G5200,N,2676649152,61159619,+29.5107373,-095.6774110,"Congressional District 22, TX","50000US4822",congressional-district-22-tx,"04000US48",Texas
"48","09",Congressional District 9,C2,"116",G5200,N,429173856,5290341.0,+29.6454702,-095.4942070,"Congressional District 9, TX","50000US4809",congressional-district-9-tx,"04000US48",Texas
"48","19",Congressional District 19,C2,"116",G5200,N,66914406427,282385039,+33.2452902,-101.2097385,"Congressional District 19, TX","50000US4819",congressional-district-19-tx,"04000US48",Texas
"44","01",Congressional District 1,C2,"116",G5200,N,695578890,628693637,+41.6306771,-071.3286718,"Congressional District 1, RI","50000US4401",congressional-district-1-ri,"04000US44",Rhode Island
"44","02",Congressional District 2,C2,"116",G5200,N,1982201012,694976850,+41.5696012,-071.6155143,"Congressional District 2, RI","50000US4402",congressional-district-2-ri,"04000US44",Rhode Island
"35","01",Congressional District 1,C2,"116",G5200,N,11916434922,16504856,+34.7717346,-106.0514021,"Congressional District 1, NM","50000US3501",congressional-district-1-nm,"04000US35",New Mexico
"35","03",Congressional District 3,C2,"116",G5200,N,116458781783,303683653,+36.0098523,-105.8318570,"Congressional District 3, NM","50000US3503",congressional-district-3-nm,"04000US35",New Mexico
"35","02",Congressional District 2,C2,"116",G5200,N,185821089696,408588014,+33.3852613,-106.2994424,"Congressional District 2, NM","50000US3502",congressional-district-2-nm,"04000US35",New Mexico
"49","01",Congressional District 1,C2,"116",G5200,N,50652446765,3222107014,+40.9604767,-111.3327276,"Congressional District 1, UT","50000US4901",congressional-district-1-ut,"04000US49",Utah
"49","03",Congressional District 3,C2,"116",G5200,N,51990614064,458725091,+38.6967640,-110.2164022,"Congressional District 3, UT","50000US4903",congressional-district-3-ut,"04000US49",Utah
"49","04",Congressional District 4,C2,"116",G5200,N,6603647100,373990713,+39.8793168,-111.8444529,"Congressional District 4, UT","50000US4904",congressional-district-4-ut,"04000US49",Utah
"49","02",Congressional District 2,C2,"116",G5200,N,103639513751,2944001576,+38.7449472,-112.5531266,"Congressional District 2, UT","50000US4902",congressional-district-2-ut,"04000US49",Utah
"09","01",Congressional District 1,C2,"116",G5200,N,1749309368,51291912,+41.7901515,-073.2011801,"Congressional District 1, CT","50000US0901",congressional-district-1-ct,"04000US09",Connecticut
"09","03",Congressional District 3,C2,"116",G5200,N,1218074496,68693984,+41.3856882,-072.8773022,"Congressional District 3, CT","50000US0903",congressional-district-3-ct,"04000US09",Connecticut
"09","04",Congressional District 4,C2,"116",G5200,N,1193636603,214325604,+41.1968011,-073.3885143,"Congressional District 4, CT","50000US0904",congressional-district-4-ct,"04000US09",Connecticut
"09","05",Congressional District 5,C2,"116",G5200,N,3232106401,88053659,+41.6943231,-073.2099985,"Congressional District 5, CT","50000US0905",congressional-district-5-ct,"04000US09",Connecticut
"09","02",Congressional District 2,C2,"116",G5200,N,5149370200,297591677,+41.6536870,-072.2065086,"Congressional District 2, CT","50000US0902",congressional-district-2-ct,"04000US09",Connecticut
"09",ZZ,Congressional Districts not defined,"00","116",G5200,F,0.0,1095660735,+41.1666065,-072.8424645,"Congressional Districts not defined, CT","50000US0900",congressional-districts-not-defined-ct,"04000US09",Connecticut
"30","00",Congressional District (at Large),C1,"116",G5200,N,376962738765,3869208832,+47.0511771,-109.6348174,"Congressional District (at Large), MT","50000US3000",congressional-district-(at-large)-mt,"04000US30",Montana
"36","01",Congressional District 1,C2,"116",G5200,N,1684100500,3359339217,+40.9838720,-072.5495150,"Congressional District 1, NY","50000US3601",congressional-district-1-ny,"04000US36",New York
"36","07",Congressional District 7,C2,"116",G5200,N,41801517,2679582.0,+40.6441825,-074.0259596,"Congressional District 7, NY","50000US3607",congressional-district-7-ny,"04000US36",New York
"36","27",Congressional District 27,C2,"116",G5200,N,10289754856,3223422579,+43.0008504,-078.3168825,"Congressional District 27, NY","50000US3627",congressional-district-27-ny,"04000US36",New York
"36","17",Congressional District 17,C2,"116",G5200,N,990764875,149861991,+41.1595319,-073.9193555,"Congressional District 17, NY","50000US3617",congressional-district-17-ny,"04000US36",New York
"36","14",Congressional District 14,C2,"116",G5200,N,73747625,39239213,+40.8097822,-073.8370035,"Congressional District 14, NY","50000US3614",congressional-district-14-ny,"04000US36",New York
"36","06",Congressional District 6,C2,"116",G5200,N,77166993,711425.0,+40.7348618,-073.8234555,"Congressional District 6, NY","50000US3606",congressional-district-6-ny,"04000US36",New York
"36","05",Congressional District 5,C2,"116",G5200,N,134550083,184506173,+40.5965625,-073.8272118,"Congressional District 5, NY","50000US3605",congressional-district-5-ny,"04000US36",New York
"36","24",Congressional District 24,C2,"116",G5200,N,6186361793,3271968550,+43.2103194,-076.6480936,"Congressional District 24, NY","50000US3624",congressional-district-24-ny,"04000US36",New York
"36","16",Congressional District 16,C2,"116",G5200,N,202964844,76413628,+40.9397352,-073.7910880,"Congressional District 16, NY","50000US3616",congressional-district-16-ny,"04000US36",New York
"36","11",Congressional District 11,C2,"116",G5200,N,168159647,128599122,+40.5669743,-074.1263136,"Congressional District 11, NY","50000US3611",congressional-district-11-ny,"04000US36",New York
"36","15",Congressional District 15,C2,"116",G5200,N,37598152,6263939.0,+40.8240306,-073.8911626,"Congressional District 15, NY","50000US3615",congressional-district-15-ny,"04000US36",New York
"36","23",Congressional District 23,C2,"116",G5200,N,19092721663,1602345774,+42.3442440,-077.8458079,"Congressional District 23, NY","50000US3623",congressional-district-23-ny,"04000US36",New York
"36","08",Congressional District 8,C2,"116",G5200,N,73598441,48115635,+40.6214380,-073.9110774,"Congressional District 8, NY","50000US3608",congressional-district-8-ny,"04000US36",New York
"36","12",Congressional District 12,C2,"116",G5200,N,38311782,7282924.0,+40.7510262,-073.9504201,"Congressional District 12, NY","50000US3612",congressional-district-12-ny,"04000US36",New York
"36","18",Congressional District 18,C2,"116",G5200,N,3507230759,160314432,+41.4116573,-074.0809815,"Congressional District 18, NY","50000US3618",congressional-district-18-ny,"04000US36",New York
"36","02",Congressional District 2,C2,"116",G5200,N,470068839,375364727,+40.6853270,-073.2884424,"Congressional District 2, NY","50000US3602",congressional-district-2-ny,"04000US36",New York
"36","20",Congressional District 20,C2,"116",G5200,N,3189390408,81932864,+42.7488819,-073.9883663,"Congressional District 20, NY","50000US3620",congressional-district-20-ny,"04000US36",New York
"36","25",Congressional District 25,C2,"116",G5200,N,1321096008,1831993802,+43.3233952,-077.7154890,"Congressional District 25, NY","50000US3625",congressional-district-25-ny,"04000US36",New York
"36","03",Congressional District 3,C2,"116",G5200,N,660259920,301922153,+40.8604959,-073.5053788,"Congressional District 3, NY","50000US3603",congressional-district-3-ny,"04000US36",New York
"36","21",Congressional District 21,C2,"116",G5200,N,39144919489,3341979801,+44.0083839,-074.6092313,"Congressional District 21, NY","50000US3621",congressional-district-21-ny,"04000US36",New York
"36","10",Congressional District 10,C2,"116",G5200,N,36381172,23227075,+40.7032066,-074.0063421,"Congressional District 10, NY","50000US3610",congressional-district-10-ny,"04000US36",New York
"36","04",Congressional District 4,C2,"116",G5200,N,286752056,168713321,+40.6369483,-073.6059099,"Congressional District 4, NY","50000US3604",congressional-district-4-ny,"04000US36",New York
"36","13",Congressional District 13,C2,"116",G5200,N,26316818,7203018.0,+40.8388622,-073.9329821,"Congressional District 13, NY","50000US3613",congressional-district-13-ny,"04000US36",New York
"36","26",Congressional District 26,C2,"116",G5200,N,567624846,35592405,+42.9618255,-078.8409831,"Congressional District 26, NY","50000US3626",congressional-district-26-ny,"04000US36",New York
"36","22",Congressional District 22,C2,"116",G5200,N,13150495474,386868974,+42.8706939,-075.6626641,"Congressional District 22, NY","50000US3622",congressional-district-22-ny,"04000US36",New York
"36","09",Congressional District 9,C2,"116",G5200,N,40269800,499820.0,+40.6421839,-073.9472006,"Congressional District 9, NY","50000US3609",congressional-district-9-ny,"04000US36",New York
"36","19",Congressional District 19,C2,"116",G5200,N,20556741403,430632551,+42.2278105,-074.4256329,"Congressional District 19, NY","50000US3619",congressional-district-19-ny,"04000US36",New York
